id,text,category,rating
2009105+3,以往公司所生产的大型风力发电塔全部出口国外，2009年9月份公司签订了70套风力发电塔的建造合同，正式进军国内市场。并且9月份公司与美国客户签订了84套2.5兆瓦风力发电塔制造合同，首批12套风塔将于今年12月交付。在盾构业务方面，沪东重机有近20年地铁盾构机制造历史，累计制造完成盾构机72台。2008年公司完工盾构16台，总产值1.2亿元。由于近年来船市的兴旺，公司主要着力发展船舶及配套业务，随着行业发展高峰的过去，未来非船业务的发展将对公司平滑船市周期性风险起到重要作用。7、风险提示：（1）新船需求短期内难以复苏的风险；（2）原材料价格波动的风险。,0,1
2009106+3,风险提示。1、区域经济增速下滑风险。2、煤价回升风险。,1,0
2009107+3,,0,0
2009108+3,资产负债率偏高，拟通过定向增发募集资金。期末公司资产负债率76.9%，高于行业平均水平62.4%；为缓解资金压力，公司通过定向增发拟募集资金不超过15亿元，增发完成后，资产负债率下降至51.7%，将显著降低财务风险。,1,1
2009109+3,,1,0
2009110+3,3．三季度贷款负增长，但贷款结构改善。三季度公司贷款总额为8935.43亿元，较6月末减少103.9亿元，这主要是受资本瓶颈制约，公司难以进一步的扩展风险资产规模。在此背景下，公司采取了以一般性贷款替代票据的策略，我们看到三季度末公司票据贴现贷款余额较6月末减少546亿元，因此三季度公司投放的一般性贷款实际上增加了442亿元，贷款结构的这一改善将有利于提高公司资产收益水平。,0,1
2009111+3,,0,1
2009112+3,公司流动资产风险可控。由于公司业务处于快速扩张阶段，应收账款和存货占用流动资产较多。但公司主要客户为中国三大石油集团，客户的信用资质较好，应收账款的风险基本可控。截至2009年三季度末，公司应收账款余额为2.67亿元，占总资产22.4%，较上年下降了14个百分点。风险提示：（1）油价波动风险；（2）原材料价格波动风险；（3）募集资金项目的不确定性。,0,1
2009113+3,,1,1
2009114+3,,1,0
2009115+3,风险提示和投资评级综合上述分析，我们认为公司资产和负债结构出现了有利于净息差扩大的积极因素，体现了行业整体性变化趋势；不考虑坏账核销等因素下资产质量也出现了向好的拐点，因此上调公司2009年EPS预测至0.64元。,0,0
2009116+3,整体上市和煤矿整合提升公司产能风险因素：,0,1
2009117+3,,0,1
2009118+3,,1,1
2009119+3,风险提示：中长期内国内PVC价格有逐步走高的可能。,0,1
2009120+3,整体上市和煤矿整合提升公司产能风险因素：,0,1
2009121+3,,1,0
2009122+3,风险提示和投资评级综合上述分析，我们认为公司资产和负债结构出现了有利于净息差扩大的积极因素，体现了行业整体性变化趋势；不考虑坏账核销等因素下资产质量也出现了向好的拐点，因此上调公司2009年EPS预测至0.64元。,0,0
2009123+3,,1,1
2009124+3,,1,1
2009125+3,,1,1
2009126+3,,1,1
2009127+3,,0,1
2009128+3,,1,0
2009129+3,公司电源结构相对单一，火电占比较大，对电煤价格的敏感度较高，为了防范风险，公司加大了对上游煤炭资源的控制力度。在电价改革未取得实质进展之前，考虑自08年8月份上调火电机组上网电价至今未调整销售电价，电网企业承受较大经营压力，在与发电企业博弈中，管理层有可能在考虑到发电企业盈利能力有所恢复的情况下下调部分沿海地区火电上网电价（有传言下调2分钱每千瓦时）。公司70%火电机组分布于沿海地区，存在一定经营风险。,0,1
2009130+3,风险因素提示：公司治理结构问题不可能短期内得到解决。公司近期发布公告，纠正了集团总经理李秋喜在郑州糖酒会上关于集团资产整体上的说法。否定了近期内进行资产整合的可能性。我们认为在人事安排没有得到有效解决之前，汾酒不会有任何动作。目前汾酒集团与股份公司之间在营销管辖上弊端依然存在。这些都可能会影响到营销策略的一贯性和延续性。一旦营销方面有反复必然会影响我们对公司业绩增长的判断。,1,1
2009131+3,,0,1
2009132+3,,0,1
2009133+3,财务风险可控。期末公司资产负债率73.6%，高于行业平均水平62.4%；剔除预收账款后，真实资产负债率为62.8%，略高于行业平均58%。前期公司拟定向增发募集资金不超过11亿元。如果该融资计划成功，将降低资产负债率至63%。,0,1
2009134+3,,0,1
2009135+3,,0,0
2009136+3,,1,1
2009137+3,影响评级的主要风险公司应收账款大幅增加，可能会增加坏账风险。,1,1
2009138+3,,1,0
2009139+3,,1,0
2009140+3,,1,1
2009141+3,,1,1
2009142+3,,0,1
2009143+3,,0,1
2009144+3,,0,1
2009145+3,,0,0
2009146+3,,0,0
2009147+3,风险提示：PVC原材料价格上涨风险、房地产投资不确定性的风险。,0,1
2009148+3,套期保值是公司业绩较大的不确定因素。公司公布的三季度公允价值变动收益为-1.22亿元，较二季度的6077万元变动较大，我们分析是公司对外购原料的保值比例加大导致的期货浮动亏损或对嵌入式衍生合约提取的浮动亏损；另外公司的三季度实现投资收益2.45亿元，较之前两个季度变化较大，尚不知变动原因，我们认为非有效套期导致的投资收益变化是预测公司业绩的一个较大的不确定因素。,0,1
2009149+3,,1,1
2009150+3,,1,0
2009151+3,,1,1
2009152+3,,0,1
2009153+3,风险提示：PVC原材料价格上涨风险、房地产投资不确定性的风险。,0,1
2009154+3,,0,0
2009155+3,,0,0
2009156+3,,0,1
2009157+3,表1、收购煤矿的资源储量及核定产能资料来源：公司公告另外，本次拟收购的祁东煤矿、任楼煤矿、钱营孜煤矿煤种主要为1/3焦煤和气煤，是良好的动力用煤和炼焦配煤。本次收购完成后，公司经营的优质煤炭品种将进一步增加，大大增强公司的盈利能力和抗御市场风险能力。,1,1
2009158+3,,0,1
2009159+3,风险因素：1.随着业务的发展和投资的支出，增发被否之后现金流开始变得紧张；2.公司规模、市场结构以及盈利模式的不断优化对管理提出更高的要求，这对现有管理层来说是一个挑战；3.12月15日占总股本比例高达69.36％的首发原股东1.85亿限售股将解禁，这可能给二级市场带来较大压力。,1,1
2009160+3,财务风险可控。期末公司资产负债率73.6%，高于行业平均水平62.4%；剔除预收账款后，真实资产负债率为62.8%，略高于行业平均58%。前期公司拟定向增发募集资金不超过11亿元。如果该融资计划成功，将降低资产负债率至63%。,0,1
2009161+3,,1,1
2009162+3,,0,0
2009163+3,风险提示：（1）毛利率回升幅度低于预期；（2）集团资产整合存在不确定性；（3）公司海外经营的风险。,0,0
2009164+3,,1,0
2009165+3,,0,0
2009166+3,,1,1
2009167+3,,1,1
2009168+3,,0,0
2009169+3,,0,1
2009170+3,,1,1
2009171+3,,0,1
2009172+3,风险提示。公司经营业绩对铁矿石价格敏感性较高，如果国内铁矿石市场价格较长维持在低位水品，将对公司盈利能力产生负面影响。,0,0
2009173+3,,0,1
2009174+3,,1,0
2009175+3,"天相基础能源组风险提示。“厂网分离”的政策风险。房地产项目投资收益不达预期的风险。联系人：天相煤炭电力组服务热线010-66045555服务邮箱service@txsec.com诚信源于独立，专业创造价值请阅读最后一页重要免责申明公司研究/季报点评诚信源于独立，专业创造价值附表：三峡水利盈利预测表单位（万元）2007A2008A2009E2010E2011E利润表营业收入50,62859,77962,22066,66071,889减：营业成本33615.7842626.3642188.9345356.1348966.96营业税金1121.741243.381347.391460.671591.68销售费用1297.841390.461499.531390.461499.53管理费用6748.826960.756933.817428.628011.35财务费用2838.493431.463691.914475.955290.58加：投资收益1015.13-153.951096.541834.851802.01营业利润5704.093869.107856.498382.948330.92加：营业外净支出-180.37312.95312.95312.95312.95利润总额5523.734182.048169.438695.888643.87减：所得税1075.08-1346.411470.501391.341296.58净利润4448.645528.466698.947304.547347.29归属于母公司所有者的净利润4086.714807.896631.957231.507273.81少数股东损益361.93720.5766.9973.0573.47EPS（元/股票）0.200.230.320.350.35资产负债表货币资金16553.4827223.8728335.2330357.2725161.15应收利息47.640.00191.7110.81-10.95应收帐款1778.841796.251569.331899.171930.68其他应收款1731.191796.251869.572002.992160.11存货2072.495299.363923.014928.124936.87长期投资7489.386400.006400.006400.006400.00固定资产93513.98105123.89137055.40162242.78185467.60无形资产2109.603012.352711.112409.882108.64总资产132577.40158796.41185646.62213815.59231835.51短期借款28580.0043300.0055682.0559806.2153249.60一年内到期的非流动负债8517.028644.021985.413566.513799.21应付帐款7849.5810274.989873.3810698.9011505.14应交税金574.05514.13535.12573.30618.28其他流动负债1276.082611.83507.26632.01799.09",1,1
2009176+3,风险提示。1)公司定向增发进程存在较大的不确定性；2）公司产品结构转向输配电行业的行业竞争风险。,1,0
2009177+3,风险提示：码头事故对公司的影响超出预期。,1,0
2009178+3,,0,1
2009179+3,风险因素。1）宏观经济复苏；2）大型挤压造粒机测试结果不理想；3）公司产品订单量低于预期订单量。,1,0
2009180+3,,1,0
2009181+3,宏达新材深证成指4.5万吨/年有机硅单体改扩建项目进一步完善公司产业链，提升公司的竞争力。公司2008年IPO募集资金进行4.5万吨/年有机硅单体项目的建设，该项目预计2010年3月底建成投产。公司目前拥有有机硅单体3万吨/年的产能，但不能完全满足硅橡胶产品的生产，一部分有机硅单体仍需外购。该项目建成后，可实现公司5万吨/年硅橡胶所需的有机硅单体完全自给。有机硅单体实现自给，一是可以稳定有机硅的供应，保证硅橡胶产品的质量，二是可以规避原材料价格大幅波动带来的经营风险，从而提升公司的竞争力和盈利水平。,1,1
2009182+3,主业平稳发展。公司积极调整负荷结构，发展新的大宗工业电力客户，分散经营风险；同时针对不同客户群，实施户表改造工程，增加安装业务收入；加大内部管理和控制力度，努力降低损耗。同时，积极与地方政府沟通，及时掌握地方政府拉动内需的相关政策和具体措施，争取地方政府的政策优惠和支持。风险提示1、来水情况对公司供电成本的影响。,1,0
2009183+3,风险提示：公司投资收益比重较大，对利润产生较大影响，诚信源于独立，专业创造价值请阅读最后一页重要免责申明公司研究/季报点评诚信源于独立，专业创造价值提醒投资者注意相关风险。,1,1
2009184+3,风险提示1、资源税改革将显著增加公司营业成本。,1,0
2009185+3,,0,1
2009186+3,,0,1
2009187+3,风险提示。建议投资者关注房地产行业宏观调控的政策风险。,0,0
2009188+3,风险提示：陆运交易中心货运量不足风险。,0,0
2009189+3,风险提示：汽车零部件上游材料上涨风险。,1,0
2009190+3,风险提示。公司交易性金融资产数额较大，未来公司归属于母公司净利润有较大不确定性。,1,1
2009191+3,1、拨备覆盖率进一步提升至161.08%：较上年末提升29.5个百分点，较09年中期进一步提升10.57个百分点。同时，不良贷款在中期基础上双降：不良贷款余额为736.82亿元，较中期进一步下降35.26亿元；不良率为1.57%，较中期进一步下降0.14个百分点。资产质量的提升有助抵御经济周期波动风险，预计年末不良仍然可以实现双降，拨备覆盖率可望在此基础上继续小幅上升。,0,1
2009192+3,,1,1
2009193+3,风险因素。1)公司产品出口比重逐渐扩大，因运输问题可能出现延期交付，存在赔付违约金风险；2）公司产品原材料主要由钢材构成，公司的毛利率会受到钢价波动影响等。,1,0
2009194+3,风险提示：房地产市场政策风险。,0,0
2009195+3,,0,1
2009196+3,,1,0
2009197+3,,0,0
2009198+3,,1,1
2009199+3,◆风险分析：,1,1
2009200+3,风险提示。1）铝产品价格波动风险；2）项目投产的不确定风险；3）非公开发行的不确定风险。,0,1
2009201+3,风险提示：1）原材料价格的止跌回升；2）风电项目受阻。,1,0
2009202+3,,0,0
2009203+3,,0,0
2009204+3,,1,1
2009205+3,调高至“谨慎推荐”评级。考虑到三季度公司经营业绩的向好发展趋势以及新大新公司在2009年内实现并表的可能性，我们适当调高公司盈利预测，预计2009年和2010年公司每股收益分别达到1.0元和1.17元；对应的市盈率依次为28.67倍和24.42倍。风险提示：新开门店风险（包括选址、消费定位等）；新大新是否年内并表存在不确定性。,0,0
2009206+3,,0,1
2009207+3,,0,0
2009208+3,,0,1
2009209+3,,0,1
2009210+3,,1,1
2009211+3,气价上涨影响较小。目前公司每年的用气量在5亿立方左右，平均价格为1.09元/立方米，其中50％为化肥优惠用气。天然气价改革可能对这一部分气价影响最大。但由于公司气价在同行中已属偏高，且公司尿素生产为气煤头来源并进，一定程度上规避了天然气上涨的风险，气价上调影响相对较小。风险提示。天然气及煤炭价格上涨将影响公司利润。,0,0
2009212+3,风险提示：青岛市地价波动会给土地出让收益带来影响；草甘膦价格大幅波动会给公司农化业务利润造成影响。,0,1
2009213+3,风险提示。医药流通领域的竞争风险。,1,0
2009214+3,,0,1
2009215+3,,0,0
2009216+3,,0,1
2009217+3,,1,0
2009218+3,,1,0
2009219+3,,1,1
2009220+3,风险提示：公司有关关键技术诉讼案件能否胜诉。,1,0
2009221+3,,1,1
2009222+3,,0,1
2009223+3,,1,1
2009224+3,,1,1
2009225+3,,0,0
2009226+3,,1,1
2009227+3,,1,0
2009228+3,,0,1
2009229+3,风险因素。1）汇率风险，汇兑损失将会增加公司的成本及费用；2）原材料价格波动的风险，将会加大公司的营业成本；3）公司主要下游行业电动工具市场不景气，波动大，将影响公司产品销售。,1,0
2009230+3,,1,0
2009231+3,,1,1
2009232+3,,1,1
2009233+3,鲁银投资：鲁银投资（600784）多元化投资面临财务风险多元化投资面临财务风险。公司在钢铁主业之外，还涉足纺织、医药、商贸等行业，这些业务的毛利率均高于钢铁主业。风险提示：1）钢铁行业景气度出现反复；2）公司的多元化经营使得公司的现金流出现紧张。,1,0
2009234+3,2008年投资公司证券投资亏损1300万，是公司当年利润大幅度下降的主要因素，2009年公司不再被允许证券投资，因此风险因素消除。风险提示：芬太尼贴片生产批件取得的时间有可能延后，导致投产延后的风险。,1,0
2009235+3,风险提示。1、煤价上涨；2、需求回落。,0,0
2009236+3,,0,0
2009237+3,盈利预测及投资评级。公司目前股价所反映的已不完全是现有资产的价值，建议投资者关注可能的资产注入类投资机会。不考虑资产注入的影响，我们预计2009-2010年每股收益分别为0.07、0.08元，对应动态市盈率分别为165、135倍，高于同类上市公司，维持“中性”投资评级。提示资产注入和业务整合的不确定性风险。,1,0
2009238+3,风险提示。1、煤价上涨；2、需求回落。,0,0
2009239+3,维持买入评级，注意短线风险2009－2011年EPS分别为0.602元、0.784元和1.153元，维持买入的投资评级，12个月内合理目标位39.00元。风险提示主要风险为作为新兴产业的语音应用存在增长不确定性的风险和快速扩张后的管理风险。,1,1
2009240+3,新客户的开发和新领域的拓展有望带来新的利润增长点。公司对飞利浦的销售额占到总销售额的55%，存在客户过于集中的经营风险。为此公司一直致力于开发飞利浦体系外的新客户，已加强了与恩智浦半导体、创新科技和比利时Barco等公司的合作。3G配套电子产品、LED照明产品等领域也有望成为公司新的开拓领域，新客户的开发和新领域的拓展有望帮助公司摆脱目前困境。,1,0
2009241+3,风险提示：1）出口复苏进程的不确定性；2）原料价格上涨的风险。,1,0
2009242+3,,1,0
2009243+3,风险提示：维持09-10年0.12元、0.15元的盈利预测。我们看好内蒙煤运大通道建成后，锦州港成为亿吨大港的前景，但目前距铁路及配套码头竣工尚有较长一段时期，故维持“中性”评级。提醒投资者注意四季度冬季用煤驱动给公司带来的交易性投资机会。,0,0
2009244+3,,1,0
2009245+3,风险提示：1）铁路特种集装箱运输需求增长低于预期；2）宏观经济增长放缓影响持续时间超过预期。,1,1
2009246+3,,1,1
2009247+3,风险提示：原材料价格变动风险。,1,1
2009248+3,,1,1
2009249+3,风险提示。（1）原材料、产品价格波动给公司业绩带来不确定性；（2）出口受国外需求影响的不确定性。,1,1
2009250+3,,1,0
2009251+3,,1,1
2009252+3,,1,1
2009253+3,,1,1
