id,text,category,rating
200917+2,提高公司目标价至38.00元维持“推荐”评级我们调整之前对公司的盈利预测。我们预计，2009-2011年，公司每股收益分别为0.87元，1.27元和1.52元。我们仍然按照2010年30倍市盈率给公司估值，将目标价提高至38.00元，并维持“推荐”评级。,1,1
200918+2,海油工程中国海域油气工程王者海油工程是中国唯一一家总承包海洋石油、天然气开发工程建设项目的公司。除了受惠于母公司中国海洋石油总公司的源源不绝的业务量外，海油工程还能在此过程中形成和增强各业务的作业能力。现在，公司在浅水业务已开始开拓国际市场，并积极准备进军潜力巨大的深水市场。我们给予该公司买入的首次评级，目标价格为人民币15元。支撑评级的要点受益于母公司有多个项目密集投产，海油工程的业务量在今明两年将很饱满。评级面临的主要风险关连交易比例较高而公司透明度较低、油价波动和技术风险。,0,1
200919+2,按最新股本计算，我们预计公司2009年－2011年的EPS分别为0.39元、0.52元、0.63元，以9月30日收盘价12.49元计算，对应动态市盈率分别为32倍、24倍、20倍，维持“增持”的投资评级。,1,1
200920+2,,0,1
200921+2,我们上调公司09-11年的每股收益至0.90元、1.19元和1.46元的判断。鉴于公司的行业地位和业绩稳定性、成长性和强抗风险能力，我们认为可给予公司30倍市盈率。以10年业绩1.19元和30倍市盈率计算，公司12个月合理股价为35.70元，还有约44%的上升空间，维持“短期强烈推荐、长期A”的评级。,1,1
200922+2,维持“买入－A”评级：公司的泡沫镍业务未来的盈利能力将持续改善，同时公司重点发展的车用镍氢动力电池能量包已经下线，随着中国新能源车政策的逐步落实，动力电池将成为业绩新的增长点。我们预计公司2009年的每股收益为0.12元，如果5459万元赔偿款能够在今年入帐，公司的业绩有望达到0.28元，2010年随着动力电池的投产和泡沫镍的盈利恢复，业绩有望达到0.40元。我们维持“买入－A”评级。,1,1
200923+2,在这样的情况下，我们预计新和成2009、2010年的EPS为3.007元、3.737元，2010年业绩同比增长25%。在我们对明年仍是景气度向上的判断下，我们认为可以按照明年15-20倍估值定价，公司最大有60%以上的上涨空间，维持“买入”评级。,0,1
200924+2,观点4：考虑到自主轿车相关资产计提完减值后公司整体资产已比较干净，以经营性损益为估值依据更为合理。在相关报告里，我们阐述了对2010年行业景气前景及公司主要产品的销售前景乐观的理由，公司自主轿车悦翔9月超过万辆的销售也使我们对其前景变得谨慎乐观。我们认为公司股票仍然具备低估值和较好成长性的两个获得超额收益的关键要素，维持“增持”评级。,1,1
200925+2,我们预计2009-2011年公司EPS分别为0.57、0.518、0.894元。公司目前PE估值约为15倍，低于行业平均水平，维持“推荐”评级。,0,1
200926+2,盈利预测和投资评级根据我们的盈利预测，如果不考虑新世纪百货资产注入，公司2009－2011年的EPS分别为0.87元、1.02元和1.29元。我们预计新世纪百货2009－2011年的净利润将分别达到2.76亿元、3.17亿元和3.81亿元，分别同比增长15％、15％和20％，如果假设公司在2010年对新世纪百货完全并表，则增发后公司2009－2011年的EPS将分别达到0.87元、1.37元和1.68元。公司目前21.66元的股价对应09年的动态PE为24.87X，低于我们重点关注百货公司目前平均估值水平（30.74X）。考虑到新世纪百货注入对公司2010年后业绩的增厚作用，我们按照增发完成后25X的PE进行估值，认为其6个月合理目标价为34.25元，调高其评级至“买入”。,1,1
200927+2,,1,1
200928+2,观点4：考虑到自主轿车相关资产计提完减值后公司整体资产已比较干净，以经营性损益为估值依据更为合理。在相关报告里，我们阐述了对2010年行业景气前景及公司主要产品的销售前景乐观的理由，公司自主轿车悦翔9月超过万辆的销售也使我们对其前景变得谨慎乐观。我们认为公司股票仍然具备低估值和较好成长性的两个获得超额收益的关键要素，维持“增持”评级。,1,1
200929+2,,1,1
200930+2,3．投资建议我们维持《食品饮料行业中期策略：超额收益曲线的吸引力》对公司2009、2010和2011年EPS分别为0.85、0.93和1.09元的测算，及“推荐”评级，建议考虑权证行权因素对投资的影响。,1,1
200931+2,盈利预测和投资评级根据我们的盈利预测，如果不考虑新世纪百货资产注入，公司2009－2011年的EPS分别为0.87元、1.02元和1.29元。我们预计新世纪百货2009－2011年的净利润将分别达到2.76亿元、3.17亿元和3.81亿元，分别同比增长15％、15％和20％，如果假设公司在2010年对新世纪百货完全并表，则增发后公司2009－2011年的EPS将分别达到0.87元、1.37元和1.68元。公司目前21.66元的股价对应09年的动态PE为24.87X，低于我们重点关注百货公司目前平均估值水平（30.74X）。考虑到新世纪百货注入对公司2010年后业绩的增厚作用，我们按照增发完成后25X的PE进行估值，认为其6个月合理目标价为34.25元，调高其评级至“买入”。,1,1
200932+2,按照09年零售行业平均市盈率30倍、2010年预测市盈率25倍计算，未来6个月合理目标价为36元。我们在公司中报点评中提醒投资者关注资产注入，由于当时资产注入不确定性较大，不考虑资产注入的目标价格为25.5元。如今公司资产注入已经明朗，公司股价有较大的上涨空间，上调公司评级至“强烈推荐”。,1,1
200933+2,维持“增持”评级。预计公司2009、2010年EPS分别为0.50元和0.44元。对应2009-10-12收盘价8.63元，动态PE分别是17和20倍，略低于行业平均水平，维持“增持”评级。,0,1
200934+2,"湖北宜化：湖北宜化 化工重申买入评级100914简要分析湖北宜化化工(000422.SZ)人民币16.95元09年前9个月盈利预警在预期之中；重申买入评级最新消息湖北宜化于2009年10月13日发布盈利预警，预计09年1-9月净利润为人民币1.74亿元，同比下降57%，受化肥、化工产品价格下跌的影响。然而，由于公司在内蒙古新建的尿素项目于2008年末投产，推动尿素销量增加，公司预计09年三季度净利润为人民币6,450万元，同比增长39%。湖北宜化定于2009年10月24日公布09年1-9月业绩。潜在影响我们预计湖北宜化的股价将对盈利的环比改善和政府最近上调小麦价格（有助于刺激尿素需求）作出积极的反应。我们重申我们的买入评级，我们的盈利预测和目标价格保持不变。",1,1
200935+2,再次下调公司09年盈利预测。公司三季度净利润下滑幅度超过预期，我们再次下调公司盈利预测，预计2009-2011年EPS分别为0.44元、0.48元和0.64元，对应当前股价29.91元，动态PE分别为69倍、62倍和47倍。公司股票估值已处于较高水平，维持“中性”评级。,1,0
200936+2,..华天科技股权结构合理，成本优势明显，具有更强的盈利能力和发展潜力，维持公司“买入”的投资评级。..预计公司2009年～2011年EPS分别为0.28元、0.41元和0.54元，根据前日收盘价6.69元计算，公司动态市盈率分别为24倍、16倍和12倍，相对于元器件板块2009年～2011年平均市盈率为43倍、37倍和23倍，华天科技估值优势明显，鉴于公司未来几年的高成长预期，我们认为公司合理估值应为2010年动态市盈率25倍左右，目标价为10元，目前仍有近50%的上涨空间，维持公司“买入”的投资评级。,1,1
200937+2,股权融资并不必然摊薄ROE：：不考虑增发，我们预计宁波银行09-11年净利润分别达15，18和23亿元，增速分别为11%，21%和28%，每股收益分别为0.59，0.72和0.93元，当前股价对应的09年PE为22.4倍，PB为3.4倍。因为宁波银行当前资本状况仍在监管之上，所以所募集资金可以支持贷款的快速扩张及其他业务的快速发展，所以并不必然摊薄EPS和ROE。由于宁波银行目前估值较可比银行略高，我们维持对其“谨慎推荐”的投资评级。,0,0
200938+2,投资评级：增持（维持）,0,1
200939+2,潜在影响我们预计湖北宜化的股价将对盈利的环比改善和政府最近上调小麦价格（有助于刺激尿素需求）作出积极的反应。我们重申我们的买入评级，我们的盈利预测和目标价格保持不变。,1,1
200940+2,公司兼具资源增长和整合预期，我们判断其管理风险已成既往，未来前景乐观。维持“增持”评级。,0,1
200941+2,在充足订单保证下，虽然售价下调，但对毛利率影响不大。我们维持2009-2011年EPS分别为0.95元、1.30元和1.68元的预期，考虑到公司鲜明的战略方向和突破口，给予“增持”评级。,1,1
200942+2,我们认为，未来3年血液制品行业仍将维持高景气度，公司的龙头地位十分稳固；而公司疫苗业务的经营管理能力在此次甲流疫情中得到政府和业界的一致认可，为公司疫苗业务的长期发展打下了坚实的基础，疫苗业务将成为公司又一个经营亮点。从长期角度考虑，我们继续维持对公司的“买入”评级。,1,1
200943+2,迅嘉机构内参-http://www.123678.net银行业中原证券研究所http://zyyj.ccnew.com第2页共3页投资建议：不考虑定向增发，我们预计公司09、10年EPS为0.56元和0.78元；按定向增发4.2992亿股摊薄后，公司09、10年EPS为0.48元和0.67元，对应PE为28倍和20.06倍，基于中国外贸将回升的背景和公良好的基本面，维持公司“增持”的投资评级。,0,1
200944+2,图表3：在（拟）建项目及预计投产时间www.txsec.com资料来源：公司公告天相投顾整理4、盈利预测与投资评级我们预计公司2009-2011年的EPS分别为0.92元、1.03元和1.19元，10月13日收盘价15.00元对应的动态PE分别为16倍、15倍和13倍；考虑到公司目前具备一定的估值优势、公司的林浆纸一体化定位以及在（拟）建项目投产后，公司未来的综合竞争实力将得以进一步的加强，我们维持对其“增持”的投资评级。,1,1
200945+2,4、盈利预测与投资评级我们预计公司2009-2011年的EPS分别为0.92元、1.03元和1.19元，10月13日收盘价15.00元对应的动态PE分别为16倍、15倍和13倍；考虑到公司目前具备一定的估值优势、公司的林浆纸一体化定位以及在（拟）建项目投产后，公司未来的综合竞争实力将得以进一步的加强，我们维持对其“增持”的投资评级。,1,1
200946+2,投资建议考虑到可转债摊薄，我们预计2009-2011年EPS为1.05、1.35和1.72元。公司目前还持有北辰实业股权1.4亿股，按9月30日该公司收盘价计算，公司每股股价重包含了2元北辰实业股权价值。扣除该部分股权价值，公司目前股价对应09-2011年PE为30、23和18倍，作为行业内最具竞争力的全国性连锁百货公司，公司仍然极具估值优势，我们维持买入评级，调整目标价至40元，对应10年30倍PE。,1,1
200947+2,"给予增持-A投资评级。给予增持-A投资评级。若本次收购于2010年上半年完成，预测2010年、2011年摊薄后EPS为0.71元/股、0.95元/股。给予2010年EPS以25倍PE,对应目标价17.8元/股；预测收购完成后每股RNAV为11.9元，给予50％溢价，对应目标价17.8元/股；综合两种评估方法，给予6个月目标价17.80元/股。",1,1
200948+2,盈利预测及投资评级。预测公司09-11年EPS为0.78、1.04、1.38元，复合增长率32%。目前估值高出行业平均约15-20%。但综合考虑到：公司较小的销售基数所决定的较大成长空间；公司在福建地区的品牌、管理等竞争优势明显；股权激励将带给公司的更强的增长动力。我们认为公司增长的速度及增长的明确性将高于武汉中百及步步高，给予推荐评级，目标价36元，相当于2010年35倍PE。,1,1
200949+2,我们比较认可公司战略和经营模式上显现的高成长和高回报的潜质，但目前高于同业的估值水平对此已做出一定反应，暂维持“增持”评级。,0,1
200950+2,未来六个月内，维持评级“跑赢大市”；目标价格为20元/股暂维持对公司2009～2011年的每股收益为0.34元、0.85元、1.04元预期，该股09年35倍PE似适中，2010年14.02倍PE则明显低估，存倍增空间。我们仍看重公司未来疫苗业务深度开发对估值的支撑，无疑，其风险因素也来自疫苗业务扩张进程中遭遇挫折。,1,1
200951+2,公司评价与投资建议不考虑定向增发的摊薄因素，我们微调09-11年公司EPS预估，分别至1.36元，1.74元和2.37元。目前水泥股10年平均市盈率在15倍左右，考虑到公司主要产能所在地湖北省源于供给压力，行业仍需在低谷徘徊时日，因此我们给予公司行业均值10年15倍的估值，12个月的目标价为26.1元。目前公司股价为20.09元，对应10年11.6倍PE，估值较为便宜，我们维持公司「增持」的投资评级。,0,1
200952+2,3．投资建议我们维持对公司09-11年每股收益1.00、1.1、1.24元的预测。考虑到公司稳健的经营能力、潜在的增长性以及较高的股东回报率，我们维持对公司推荐的评级。,1,1
200953+2,l投资建议：深圳机场近年来业务保持旺盛增长，自07年旅客吞吐量首破2000万人次以来，2009年在仅有一条跑道的制约下有望超过2400万人，我们预计2010年旅客吞吐量呈现稳中有升，机场货运吞吐量的盈利贡献逐步增加，预计2009年和2010年每股盈利0.34元和0.37元，对应动态市盈率分别为20倍和18倍，我们给予增持的评级。,0,1
200954+2,,1,1
200955+2,此次融资将解决公司未来3年的核心资本需求，对公司影响为正面，但由于公司的PE、PB估值均较高，维持对宁波银行“中性”的评级此次融资完成后，其20010年末的核心资本充足率将从11.8%上升到16.8%，预计2012年末核心资本充足率约为12.8%，2012年也将在10%左右，满足公司中长期资本规划中2010-2012年核心资本充足率不低于9%的要求，因此，我们预计公司未来两年内再度融资的可能性较小。总体而言，此次融资将有利于公司继续快速拓展业务，对公司影响为正面，华侨银行持股比例的大幅上升也有助于两家银行开展更加深入的合作。,0,0
200956+2,给予公司“持有”的投资评级。在日均股票基金交易额1700亿元（单边）、自营总体平均收益率为23%以及营业费用率为33%等关键的假设条件下，公司09年和10年的EPS分别为0.34元和0.39元。公司目前的股价对应09年和10年的PE为43.7倍和37.4倍，在上市券商中处于估值的高端，缺乏相对的估值优势，我们给予公司“持有”的投资评级。,0,0
200957+2,预测公司2009-2010年每股收益分别为0.18元、0.23元，根据2009年10月12日14.91元的收盘价计算，相应的动态市盈率分别为83倍、66倍，目前公司估值已偏高，维持公司“中性”投资评级。,0,0
200958+2,我们认为，未来3年血液制品行业仍将维持高景气度，公司的龙头地位十分稳固；而公司疫苗业务的经营管理能力在此次甲流疫情中得到政府和业界的一致认可，为公司疫苗业务的长期发展打下了坚实的基础，疫苗业务将成为公司又一个经营亮点。从长期角度考虑，我们继续维持对公司的“买入”评级。,1,1
200959+2,,1,1
200960+2,,0,1
200961+2,..预计公司2009年、2010年和2011年的每股收益分别为0.22元、0.42元和0.86元，考虑到公司资产注入的预期维持推荐评级。,0,1
200962+2,盈利预测与投资建议：我们将公司09-11年每股收益由0.34元，0.41元和0.49元分别调整至0.43元、0.49元和0.57元，对应PE为17.4X、15.5X和13.1X，维持“推荐”的投资评级。,0,1
200963+2,由于公司三季度利润降幅超出预期，故我们下调公司的业绩预期。我们预计公司09-11年的每股收益分别为：0.47元，0.57元和0.65元。目前，公司的股价是29.85元，相当于09、10和11年64倍，52倍和46倍的动态市盈率，估值相对较高，维持之前给予的“中性”评级。,1,0
200964+2,3.投资建议虽然《石油价格管理办法》属于过度性政策，但成品油调价已经比以前及时多了，炼油毛利今后将比较稳定，茂化实华依托国内最大的茂名炼油厂，原料供给充足，随着炼油业绩好转业绩不断向好。我们对公司2009-2011年盈利预测为0.30元、0.36元和0.41元，相对目前股价PE为26.8倍、22.3倍和19.6倍，故给予茂化实华谨慎推荐评级。,0,0
200965+2,"盈利预测和评级。我们上调公司2011年的盈利预测，2009-2011年EPS分别为0.46元、0.54元和0.67元。公司未来两年的业绩符合增长率达到20%,增长明确，理应给与估值溢价，我们给予公司30x的P/E估值,对应的目标股价为13.80元。综合考量，我们维持公司的投资评级为“增持”。由于公司正积极拓展主业业务，如果公司主业盈利未来得到提升，我们的盈利预测和目标价位都面临上调可能。",1,1
200966+2,"3．投资建议我们下调2009-2011年公司EPS分别为0.22元、0.30元和0.37元。全部扩张改建完成后我们预计2012年公司EPS将达到0.52元，公司将牢牢占据杭州湖滨商圈的核心地位。公司在杭州、义乌、萧山等城市核心商圈拥有物业面积超过13万平米，商业地产重估增值将非常可观。但由于2009-2011年的全面扩容使公司经营面临不确定性，我们下调公司评级为""谨慎推荐""。",1,0
200967+2,公司评价与投资建议我们维持2009-11年各年每股收益预估0.34、0.39、0.42元，认为2011年新跑道与航站楼开始营运后，公司业绩增长将进一步放大。目前，获利成长主要来自运输量稳健上扬、效率与营销战略改善。公司具防御价值，故我们看好其前景，并维持12个月目标价8.58元(相当于我们2009与2010年每股收益预估25与22倍)。该目标价上涨空间??%，评级调升为「增持」。,0,1
200968+2,公司拟对华侨银行、雅戈尔等5家主要股东定向增发不超过4.5亿股，融资约50亿元，全部用于补充核心资本；此次拟增发价格为11.63元，较目前股价折价幅度仅约15%，且锁定三年，使公司具有较好的价值安全边界；预计融资后公司2010年核心资本充足率回升至12%以上，信贷增速达到33%，维持推荐评级。第四，维持推荐评级综合各项因素，预计公司：全年新增贷款规模将超过220亿元，同比增长45%以上；其中下半年新增贷款规模在70亿元以上；不良率下降至0.8%左右，拨备覆盖率上升至170%左右；维持2.95%以上的高净息差水平，实现利息净收入增长约22.5%；全年业绩EPS0.6元，同比增长13.16%；提高2010年EPS预期至0.8元，预计同比增长32.44%。鉴于公司定向增发融资方案优良，且消除了对未来资本充足率可能下滑较快的担忧，维持公司推荐评级。,0,1
200969+2,盈利预测与评级调整：■本次增发对宁波银行的每股收益的摊薄率为17%，2009年每股收益将由0.56元下降至0.48元，市盈率将由24倍上升至28倍，远高于银行板块估值水平，维持公司“中性”的投资评级。,0,0
200970+2,华东医药三季报预增50%-70%公司预告09年前三季度业绩同比增长50%-70%，超出我们预期。我们上调公司09-11年盈利预测，基于医药主业27倍10年预测市盈率，将目标价上调至19.50元目标价，并上调评级至买入。支撑评级的要点医药工业专注于专科用药，产品梯队完善，销售能力突出，在免疫抑制剂、糖尿病用药领域具有较强竞争力。评级面临的主要风险股改遗留问题拖累公司再融资的审批。估值我们将公司09-11年每股收益预测分别上调至0.66元、0.75元、0.86元，其中医药主业分别贡献0.60元、0.72元、0.85元，基于医药主业27倍10年预测市盈率，我们将目标价由14.00元上调至19.50元，上调评级至买入。,1,1
200971+2,据数字水泥网统计，新疆地区1-9月水泥价格同比增长8%，优于全国1%的降幅；且1-8月水泥投资同比增长41%，低于全国66%的增速。我们对新疆未来两年的水泥供需比较乐观，目前维持对公司买入评级不变。,1,1
200972+2,上海建工此次定向增发收购建工房产等资产之后，将形成“建筑+地产”双轮驱动的盈利模式。建工房产拥有2500亩土地储备，实力雄厚，注入后将成为上海建工以后业绩增长的亮点。我们给予公司“增持”投资评级。,0,1
200973+2,定向增发将助力公司发展，未来三年高速增长可期公司计划定向增发募集资金约43亿元投入威尼斯水城三期等8个项目，若能成功实施，将助力公司发展。我们对公司未来实现高增长充满信心，按目前股本测算，09-11年净利润分别为10.3亿、17.1亿和24.2亿元，EPS分别为0.61元（21x）、1.01元（12.3x）、1.42元（8.7x），RNAV15.70元，维持“推荐”评级。,0,1
200974+2,通过可比公司的相对估值以及DCF绝对估值，我们给予公司目标股价为：63元。给予公司“增持”评级。,1,1
200975+2,不考虑增发摊薄，我们预计2009-2011年EPS分别为0.93元、1.20元和1.48元，考虑到公司在智能电网建设中的实力和地位，给予“增持”评级。,1,1
200976+2,"3．投资建议我们维持对公司未来三年的盈利预测，预计09、10和11年每股收益分别为0.98、1.18和1.45元。公司是我国电力二次设备领域最有竞争力的企业，地铁监控系统和新能源控制系统领域的开拓给公司带来更大的成长空间，公司的主要业务发展势头仍然很好，我们维持公司""谨慎推荐""的投资评级。",1,0
200977+2,我们认为，进入四季度后，随着禁酒令的解除、春节旺季的来临和经济的回暖，公司的投资机会将会明显大于三季度，消费税调整对公司中长期发展影响有限。维持公司09-11年的每股收益分别为1.06元、1.24元和1.46元的预测不变，维持长期“推荐”评级不变。,1,1
200978+2,盈利预测：我们认为四季度是白酒业传统的消费旺季，且随着严打酒后驾车的解除和经济好转带来消费的提升，高端白酒四季度还有较强的提价预期，投资机会将会明显大于三季度，此外消费税的调整对公司影响不大。预测公司09-11年的每股收益分别为1.18元、1.33元和1.43元，对应市盈率为24倍、21倍和20倍。给予“推荐”评级。,1,1
200979+2,研究员预计公司2009、2010年EPS分别为1.1和1.29元。目前股价相当于09年26倍PE，估值合理。给予推荐评级。,1,1
200980+2,考虑到增发因素，我们预计公司2009、2010和2011年EPS分别为0.3元、0.33元和0.34元，以10月14日的收盘价9.67元计算，对应的2009、2010和2011年动态市盈率分别为32倍、29倍和28倍，估值偏高，我们维持公司“中性”投资评级。,0,0
200981+2,维持公司“推荐”的投资评级。暂不考虑增发摊薄，我们预计公司2009-2011年EPS为1.01元、1.29元和1.69元。我们看好的是公司长期以来的技术优势和行业地位，而在未来资产注入预期更加明确的催化因素下，理应享有更高的估值水平，目标价50元，维持“推荐”评级。,1,1
200982+2,4.估值与投资建议。随着需求逐渐回暖，我们认为下半年公司发电业务可能继续好转，全年业绩超预期的可能性较大。我们将公司2009、2010、2011年EPS分别上调为0.94元、0.73元和0.68元，以10月15日的收盘价12.08元计算，对应的动态市盈率分别为13倍、17倍和18倍，估值优势明显，维持“增持”投资评级。,0,1
200983+2,预期公司2009年EPS为1.31元。由于经纪业务市场份额下降，投行承销仍未有起色，调低公司的评级为中性。,0,0
200984+2,,0,0
200985+2,"3.投资建议因勘探技术进步中国石油进入油气田发现高峰期，油气储量不断增长，储量接替率大于1且持续上升，且国际油价目前出现了一定程度上升，接近公司最佳盈利区间，09年公司炼油销售业绩稳定,勘探业绩迅速好转，我们上调公司盈利预测09EPS为0.70元（原预测0.64元），2010-2011年考虑油价上升及欧标改制公司业绩可达0.90元和0.93元，上调谨慎推荐评级至推荐。",0,1
200986+2,未来投资亮点：公司是以场地租金及管理费收入为主要业务模式的企业，由于其租金通常提前3-5年预收，使得公司未来收入得以提前锁定，收入受经济环境影响而产生波动的可能性不大。目前，除2008年10月新开业的国际商贸城三期一阶段将在2009年剩余时间继续贡献收入外，将要重建的篁园市场和国际商贸城三期二阶段预计都将在2010年投入使用，这为公司未来的营业收入增长提供了可观空间：我们预计市场经营这一公司核心业务仍有望在未来两年保持平均25%至30%左右的收入增速；同时，随着房地产市场的回暖，公司地产业务规模也有望重新回升。不过，由于房地产项目的不连续性，公司的业绩可能在房屋销售较多的年份出现爆发式增长，而在房屋销售较少的年份出现低迷，投资者需关注公司房地产业务变化对整体业绩的影响；盈利预测与投资评级：我们预计公司2009-2011年EPS分别为1.14元、1.55元和1.98元，按10月14日收盘价40.98元计算，对应动态PE分别为36倍、27倍和21倍，维持“增持”评级。,1,1
200987+2,我们认为，进入四季度后，随着禁酒令的解除、春节旺季的来临和经济的回暖，公司的投资机会将会明显大于三季度，消费税调整对公司中长期发展影响有限。维持公司09-11年的每股收益分别为1.06元、1.24元和1.46元的预测不变，维持长期“推荐”评级不变。,1,1
200988+2,盈利预测：我们认为四季度是白酒业传统的消费旺季，且随着严打酒后驾车的解除和经济好转带来消费的提升，高端白酒四季度还有较强的提价预期，投资机会将会明显大于三季度，此外消费税的调整对公司影响不大。预测公司09-11年的每股收益分别为1.18元、1.33元和1.43元，对应市盈率为24倍、21倍和20倍。给予“推荐”评级。,1,1
200989+2,研究员预计公司2009、2010年EPS分别为1.1和1.29元。目前股价相当于09年26倍PE，估值合理。给予推荐评级。,1,1
200990+2,维持公司“推荐”的投资评级。暂不考虑增发摊薄，我们预计公司2009-2011年EPS为1.01元、1.29元和1.69元。我们看好的是公司长期以来的技术优势和行业地位，而在未来资产注入预期更加明确的催化因素下，理应享有更高的估值水平，目标价50元，维持“推荐”评级。,1,1
200991+2,7.暂维持前期盈利预测。公司如果配股成功将充实公司现金，这部分资金的用途还有待披露，本着审慎原则我们暂维持前期盈利预测不变，预计公司2009年-2010年EPS为0.34元和0.48元，以2009年10月14日收盘价12.39元计算，对应动态市盈率为36倍和26倍，维持公司“增持”的投资评级。,1,1
200992+2,三季度销售收入低于预期，小幅下调盈利预测，预计公司09年每股收益1.16元、10年每股收益1.33元，对应09年动态市盈率24倍，10年动态市盈率仅21倍，估值上仍有一定吸引力，给予公司“短期-推荐，长期-A”的投资评级。,1,1
200993+2,4.公司未来的主要亮点是事业部改革积极效应的逐步体现以及由此带来的长期核心竞争力的提升。预测公司09、10年净利润为同比增速分别为54.85%和17%（调整前分别为46.8%和17%），基本每股收益为0.55元和0.65元（假定H股发行33.22亿股）。目前公司股价对应09、10年动态PE分别为13.2倍和11倍，对应09年末PB为1.9倍，估值较低（假定H股发行价为8元）。我们维持公司短期推荐，长期A的评级。,0,1
200994+2,维持中性，关注波段机会。由于钢价在8月以来调整幅度较大，钢企业绩在9、10月份下滑较为明显，我们判断3季度是钢企全年盈利高点，4季度业绩环比将出现一定幅度的减少。暂时维持公司业绩预测，即09/10年每股收益为0.21元、0.36元，待后续一并调整。公司静态PB仅有1.81倍，仍处于钢铁行业平均水平之下，且仍在历史平均PB之下，相对估值优势继续存在。维持中性评级，钢价即将反弹，建议关注波段机会。,0,0
200995+2,—09年三季报点评：估值优势显著投资评级推荐公司评级A收盘价9.02元事件：预计公司09—10年EPS分别为0.42元、0.60元，当前股价下，公司09年、10年的动态市盈率分别为21.5倍，15.0倍，维持对公司“推荐”的投资评级。预计公司09—10年EPS分别为0.42元、0.60元，当前股价下，公司09年、10年的动态市盈率分别为21.5倍，15.0倍，维持对公司“推荐”的投资评级。,0,1
